CUST_KEY,JOBPARTCHARGE,JOBLABOURCHARGE,MODEL_NEW,YEAR,AVG_MILE
32029-WEPLL5S50EJ105211,233.4435294117647,82.05882352941177,Z4,2014,3703.9480392156865
32031-WEPVL1S51VVY28075,186.9355882352941,104.28676470588235,X1,2015,22034.829411764706
32031-WEPVP33577KK70803,138.0861111111111,171.79166666666666,328,2007,14218.137852887852
32034-WEPEV53443KM04122,0.0,178.8,3 SERIES E46,2003,9131.333333333334
32036-WEPVL1S5KEVR92908,115.35357142857143,64.24642857142858,X1,2014,15966.308928571429
32039-WMWZS5S53EWL54465,141.63777777777779,57.22222222222222,COOPER COUNTRYMAN,2011,8166.916666666667
32040-5QKWY3S53V0E95168,50.14388888888889,59.30222222222223,X3,2015,12316.033333333333
32041-5QKWK9S50V0D46206,504.3733333333333,144.875,X3,2015,26640.25
32044-WEPQP7S50PVK76791,257.0,135.0,135,2010,12261.4
32045-5QKVG2S54SL778179,153.159375,131.96875,X6,2012,19829.24613095238
32046-WEPVL1S53VVY27834,34.242,62.792,X1,2015,15079.706666666667
32047-WEPVL1S51VVY27136,35.196000000000005,24.2,X1,2015,10675.0
32050-WMWKM7S54ET970830,18.11125,130.95,COOPER HATCH,2014,1309.875
32051-WMWZS5S59EWP41638,12.78,57.625,COOPER COUNTRYMAN,2014,3997.125
32052-WMWKM7S53ET970933,2005.64,80.0,COOPER HATCH,2014,4753.0
32055-WMWRH33545TV84935,58.77277777777777,178.1861111111111,COOPER S CONVERT,2005,13838.318686868686
32056-WEPWL7S52PP476435,1400.9,131.0,335,2010,9671.4
32059-WEPVL1S56EVY18768,36.198,66.68400000000001,X1,2014,23077.038666666667
32061-5QKWK9S53V0D49360,115.13566037735848,55.2811320754717,X3,2015,15989.365723270439
32064-WMWMV3S55PTZ67693,79.32,62.425000000000004,COOPER,2010,10439.916666666666
32069-5QKWK9S59V0D49086,134.07,57.82272727272727,X3,2015,5247.030303030303
32072-WEPVL1S53SVR76661,90.21857142857142,29.871428571428574,X1,2012,14908.15
32073-5QKWK7S54DL977246,96.36542857142857,89.25857142857143,X3,2013,15222.21469387755
32074-WMWSQ3S50DT677637,78.82,25.125,COOPER CLASSIC LIMITED,2013,14568.0
32075-5QKWK9S54E0D18584,77.19800000000001,43.836666666666666,X3,2014,11886.844444444443
32076-5QKZV4S58D0E12293,35.495,26.75,X5,2013,13733.0
32076-5YMKT6S51V0S88897,118.048,31.5,X5,2015,15137.0
32077-WEKPS9S4KPWJ37618,573.278,198.07,X3,2010,10099.446666666667
32077-WEPPK7S54EV088024,68.91714285714285,63.457142857142856,328,2011,9233.228571428572
32081-WMWSK9S54DT655134,115.76333333333335,101.0,COOPER JCW COUPE,2013,1630.2592592592594
32082-5QKVE43559L275139,99.28,74.5,X5,2009,12027.833333333334
32084-WEP3E3G5KENR84047,14.750625,46.209375,328,2014,4996.479166666667
32084-WEP8D9S53HK677852,20.632857142857144,38.81785714285714,330,2017,5535.107142857143
32088-WMWKM7S52ET925594,11.1,66.66666666666667,COOPER HATCH,2014,7025.666666666667
32089-WEPQS9S58EVM08978,159.01333333333332,105.7,135,2011,10349.955555555556
32090-WMWSQ3S5KET091105,32.114,98.49,COOPER CLASSIC LIMITED,2011,6357.3
32091-5QKKS4S57E0S06815,42.29333333333333,43.96666666666667,X5,2014,16896.222222222223
32092-WMWSQ3S57DT686786,35.925,22.5,COOPER CLASSIC LIMITED,2013,5040.0
32094-5QKWK9S53V0D48385,73.9141935483871,60.233870967741936,X3,2015,13447.617204301074
32094-WEP4W9S56KPV94201,15.404,40.910000000000004,440,2019,2738.8
32094-WEPVD33576KV64953,812.06,402.3,330,2006,13643.727272727272
32096-WMWMR9S54DT499440,18.273333333333333,63.333333333333336,COOPER CONVERTIBLE,2013,6511.333333333333
32097-4QSVE83587LY63312,355.495,502.875,X5,2007,13406.625
32099-WMWRE33556TN26114,525.0,372.5,COOPER S 6SPD,2006,14665.4
32105-WESQR9S5KEVP76329,584.522,76.22999999999999,1 SERIES M,2011,6547.660634920635
32107-WEPVL1S54VVY25848,2695.0,0.0,X1,2015,16.0
32109-WEPPM5G51ENM68968,82.78333333333333,139.84166666666667,335,2011,10851.930555555555
32110-5QKVP13505LY19471,113.37,158.93333333333334,X5,2005,8540.171092796094
32111-5QKSR6S58KLL09213,371.3666666666666,93.43333333333334,X5,2019,4909.166666666667
32111-5QKZW0S54D0E95511,764.5902631578947,278.91184210526313,X5,2013,20561.212092731832
32114-5QKZW0S55EL658412,98.24100000000001,101.37,X5,2011,17740.2
32116-WEPVM5S50DVV89829,52.59,49.43125,X1,2013,15558.239583333332
32122-WEPVL1S51VVY27153,19.734166666666667,43.80833333333334,X1,2015,9748.09722222222
32124-WEPPL5S57EP983036,72.46181818181817,98.57272727272726,335,2011,14567.740909090908
32130-WEPVL1S52VVY25704,76.36068965517242,52.008620689655174,X1,2015,14177.646551724138
32132-5QKKR0S59V0K56263,46.88181818181818,42.39090909090909,X5,2015,21612.5
32133-WEP3E9S53DV585157,194.00956521739133,71.33478260869565,335,2013,15382.344202898552
32134-WMWSQ3S55ET252735,130.9525,73.6825,COOPER CLASSIC LIMITED,2011,8429.8125
32135-WEP1V5S59EVW97828,81.47026315789473,68.48815789473684,228,2014,5157.16403508772
32135-WESEL93452JR16214,1346.8200000000002,439.1,3 SERIES E46,2002,15645.184615384616
32136-WEPNV93518SZ60616,440.75,309.0,535,2008,17089.571428571428
32138-WEPPK7S5KEV085063,52.651538461538465,68.35769230769232,328,2011,12422.21217948718
32138-WEPVD13546KV01667,79.48,65.4,325,2006,13902.8
32140-WMWMV73558TT87233,29.596666666666664,190.95000000000002,COOPER S,2008,14851.57142857143
32141-WMWKM7S5KET970427,42.23692307692308,66.0076923076923,COOPER HATCH,2014,7705.384615384615
32142-WEPPG7S50EP795605,86.11555555555555,107.65,323,2011,14066.03611111111
32147-WMWSQ3S50ET095194,0.0,69.7,COOPER CLASSIC LIMITED,2011,10258.4
32148-WMWZS5S52EWP37561,28.78,22.119999999999997,COOPER COUNTRYMAN,2014,8181.0
32150-5QKVE83538L161999,870.0,566.2,X5,2008,14325.0
32153-5QKWK5S57SL716888,38.568,41.24666666666667,X3,2012,12094.737777777777
32157-5QKWK9S35H0W77801,24.919999999999998,19.916666666666668,X3,2017,4197.5
32157-5QKWK9S50V0D46609,247.27769230769232,84.39230769230768,X3,2015,8769.923076923076
32159-5QKZV4S54D0E13237,107.49294117647058,75.23529411764706,X5,2013,8206.596778711486
32160-5QKVG8S50ELZ96900,178.13571428571427,105.19142857142856,X6,2011,11723.42857142857
32161-WEP3E3G54ENR84609,63.15863636363636,67.94886363636364,328,2014,10478.702272727272
32164-WEPEW53445PN37305,66.11454545454545,142.6209090909091,330,2005,15125.22314049587
32167-WEPKG1S5KSE618822,8.41,0.0,335,2012,12185.0
32169-5QKWK7S31H0W39552,62.5375,92.29583333333335,X3,2017,14034.90972222222
32169-WEPEV33473PD00864,176.74,147.4558823529412,3 SERIES E46,2003,6800.846800258565
32170-5QKKR0S57E0H16487,71.05636363636363,82.75,X5,2014,14231.4
32171-WEPVQ7S59ES778763,633.3,321.9166666666667,535,2011,11394.800000000001
32172-WEPVL1S50EVY11380,142.3955882352941,69.10941176470588,X1,2014,13170.254411764707
32174-WEPWE735K7PV82191,42.17,112.225,335,2007,17617.625
32175-WMWKM5S52ET936356,115.34666666666665,40.199999999999996,COOPER HATCH,2014,14844.5
32178-5QKZV4S50D0G50056,221.06441176470588,122.71176470588235,X5,2013,16900.331162464987
32178-5QKZV4S57EL407305,205.1732142857143,320.79714285714283,X5,2011,17502.62142857143
32179-WEP3E3G51ENR83790,318.1933333333333,45.166666666666664,328,2014,7133.5
32183-5QKWK7S59DL976531,142.21583333333334,121.72291666666666,X3,2013,13916.422916666668
32183-WEP3E3S55DV543909,161.10375,125.71875,328,2013,14143.03869047619
32188-WEPKV3S55EE445580,51.68363636363636,88.00909090909092,328,2011,7869.154545454545
32191-WMWZS5S50EWP41656,133.03666666666666,40.0,COOPER COUNTRYMAN,2014,6957.333333333333
32196-WEP3E9S50VP705056,67.62333333333332,75.36333333333333,335,2015,8673.466666666667
32197-5QKWK7S50DL980807,200.90583333333333,60.17499999999999,X3,2013,23936.6875
32198-WEPPL5S50EP983217,223.2964,189.43599999999998,335,2011,16440.33831746032
32200-WMWKM5S53ET972363,163.2775,110.0,COOPER HATCH,2014,5586.25
32202-WESEL93493JR19599,171.58333333333334,95.73333333333333,3 SERIES E46,2003,8257.598290598291
32205-5QKVE435K9L261012,292.4830769230769,234.56442307692308,X5,2009,16913.364701964703
32207-5QKVG43548LJ35396,330.6925,204.402,X6,2008,14540.50066919192
32208-WEPWE73577P037159,176.0,372.5,335,2007,14463.375
32210-WEPVD53578P282509,0.0,59.6,335,2008,12134.142857142857
32211-WEPVD33536KV59877,255.254,378.46,330,2006,12674.644444444444
32213-5QKKQ2S56V0V95253,261.536,134.78,X6,2015,11233.88
32213-WEP4E3S57VD669546,554.1619354838709,164.73709677419356,435,2015,13435.33548387097
32214-5QKWK9S50V0D49316,66.58624999999999,61.40625,X3,2015,27957.0625
32215-WEPVL1S57SVM57306,469.8872222222222,134.31111111111113,X1,2012,14563.006481481481
32216-WEPWS33578PD08781,91.03533333333333,94.57666666666667,328,2008,15739.64357864358
32218-5QKWK9S51V0D46098,44.41567567567568,49.03918918918919,X3,2015,12581.205405405404
32219-5QKTR9S58JLD73058,49.738,70.96000000000001,X3,2018,8484.4
32221-5QKWK9S58V0D48401,67.5812,37.32,X3,2015,20430.12
32223-WEPPL5S55EP918024,45.92333333333334,131.96666666666667,335,2011,17995.25
32225-WEP4P7S59VD415301,330.9513636363636,80.63636363636364,428,2015,8601.431818181818
32225-WES3R9S52VV708697,255.39857142857142,112.57142857142857,M4,2015,2922.0
32226-WEP3T3S58EP736676,133.919,84.41666666666667,435,2014,8405.708333333334
32230-WEP3E9S55EV588658,478.7957142857143,123.57428571428571,335,2014,143.0
32235-WEP3S3G51ENS68764,69.7548275862069,81.39206896551724,320,2014,10418.424712643679
32236-5QKWK9S57D0P10002,127.72000000000001,76.98571428571428,X3,2013,17186.869047619046
32236-WEPVS935K8K044125,46.708333333333336,109.43166666666667,328,2008,11883.4375
32237-WEP3E3S54DJ898860,58.48733333333333,64.41666666666667,328,2013,13091.633333333333
32239-WEPVL1S59SVR76051,66.46111111111111,92.11111111111111,X1,2012,13684.903703703703
32241-WEPPL5S51EP983212,133.4678260869565,141.8891304347826,335,2011,10121.001863354037
32244-WMWZS5S54SWL59143,55.733333333333334,67.76666666666667,COOPER COUNTRYMAN,2012,12592.033333333333
32246-WEPKV3S56EE566781,54.78875,90.125,328,2011,10948.3125
32247-WMWZS5S51EWP41648,25.56,25.25,COOPER COUNTRYMAN,2014,4734.5
32248-5QKWK7S3KH0Q44291,21.270000000000003,64.5625,X3,2017,14392.0
32248-5QKWK9S58V0D48463,31.742499999999996,78.56541666666666,X3,2015,10957.0
32249-5QKWK9S56V0D46503,39.791250000000005,110.60625,X3,2015,4915.0
32251-5QKVE93552LN78028,170.56666666666666,312.90000000000003,X5,2002,8227.043956043955
32260-WEP3D5S5KEKK96187,107.95529411764706,61.2764705882353,328,2014,11234.843137254902
32261-5QKWK9S52V0D52573,25.73,47.685,X3,2015,9428.325
32263-WEP3E9S50DV585567,33.99090909090909,74.01818181818182,335,2013,9194.493506493507
32265-WEPEQ33415PR16210,598.1777777777778,276.0544444444444,3 SERIES,2005,13304.353535353535
32266-WMWSV3S56STY16990,151.8575,48.7375,COOPER S,2012,8718.0625
32267-5QKVG2S58DL782804,133.842,109.44500000000001,X6,2013,20830.036904761906
32268-WEPPK7S56EP973676,94.08095238095238,126.81809523809525,328,2011,17497.774716553286
32270-WMWMV33579TW74177,22.929999999999996,68.04166666666667,COOPER 1.6,2009,13193.285714285716
32272-WEP5P7S54VD621145,46.260769230769235,58.034615384615385,528,2015,12099.971794871795
32276-WEKPP73436WP78707,376.97,160.7,X3,2006,9433.0
32278-5QKWK9S58V0D50312,43.94799999999999,26.355,X3,2015,7582.35
32280-WEPPK53539P646019,45.605,136.85,328,2009,12031.166666666666
32282-WMWRS33423TS45920,228.86333333333334,335.25,COOPER 1.6,2003,15390.632478632479
32286-WMWZS5S53SWL59991,21.448571428571427,95.42142857142858,COOPER COUNTRYMAN,2012,5043.142857142857
32288-WEPKS6S58SS395894,598.5027272727273,230.9818181818182,750,2012,18780.591774891775
32290-5QKKR0S59V0K53704,60.041666666666664,33.85,X5,2015,14128.645833333334
32290-5QKWK7S55ELT78160,143.63611111111112,141.19444444444446,X3,2011,16481.88425925926
32292-WMWZS5S52EWM18306,19.84,32.971428571428575,COOPER COUNTRYMAN,2014,6631.285714285715
32295-WEPDW3S58EE537288,311.555,144.45,328,2011,17603.5
32303-WMWSV3S56STY26113,67.73857142857143,43.90714285714286,COOPER S,2012,15109.035714285714
32306-WMWRS33536TK15285,0.0,149.0,COOPER 1.6,2006,10276.4
32308-WMWZS5S56EWP38325,32.580000000000005,63.388888888888886,COOPER COUNTRYMAN,2014,10823.24074074074
32309-5QKVG2S53E0H10673,131.06400000000002,77.12,X6,2014,4138.0
32310-WMWSV9S59ST499189,66.4,26.0,COOPER JCW HATCH,2012,12230.75
32313-5QKWK9S58D0P10123,72.75090909090909,120.50681818181819,X3,2013,12698.878787878786
32314-WMWZS5S58EWM10402,39.95428571428572,152.92857142857142,COOPER COUNTRYMAN,2011,8910.857142857143
32315-5QKKR0S50V0P17785,37.5775,41.671875,X5,2015,5054.564583333333
32315-5QKZV4S59SL755804,192.2757142857143,97.48571428571428,X5,2012,17397.07857142857
32316-WEPPK7S50EP821327,151.39333333333335,147.1547619047619,328,2011,12965.549659863946
32316-WEPVQ9S52DDY71925,67.95333333333333,110.46666666666665,550,2013,13368.5
32317-WEPYE6S53ED224416,30.56,18.5,750,2014,3034.5
32318-WEPVL1S56VVY25852,201.98499999999999,51.525,X1,2015,10819.25
32319-WEP3S3G52ENS68840,0.0,298.0,320,2014,20149.8
32319-WMWKD1S55EWM28941,10.705,20.0,COOPER JCW COUNTRYMAN,2014,6245.5
32321-WMWZS5S56EWP40950,19.639999999999997,28.657142857142855,COOPER COUNTRYMAN,2014,6932.071428571428
32322-5QKZW0S52SL674472,187.34416666666667,80.15833333333333,X5,2012,9394.15972222222
32323-5QKWK9S5KV0D49128,31.490714285714287,26.696428571428573,X3,2015,17273.91369047619
32325-WEPVD53517P006986,217.958125,202.65312500000002,335,2007,15298.172970894846
32334-WMWRS33546TK17675,228.35,221.51785714285714,COOPER 1.6,2006,8959.3
32335-WEPVE33571LH23728,0.0,129.95,X5,2001,16904.5
32336-WMWMV73537TL87438,220.4911111111111,239.10000000000002,COOPER S,2007,6882.617283950617
32337-5QKKR0S54E0S24600,47.258,78.72,X5,2014,10856.166666666668
32338-WMWRS33506TK18189,0.0,149.0,COOPER 1.6,2006,14086.111111111111
32340-WEP3E3S53DV145761,23.79,50.51153846153846,328,2013,18021.358974358973
32340-WEP4W9S56JPE95206,0.0,185.0,440,2018,6127.75
32342-WEP4E5S3KHG189567,85.73625,24.375,440,2017,7974.708333333333
32346-WMWSV3S54ETY23659,292.7966666666666,137.22666666666666,COOPER S,2011,12597.433333333334
32352-WEPPK7G5KENN48982,27.537647058823527,70.35000000000001,328,2011,15278.7123015873
32353-WEP3E3S58EJ979071,25.826,37.169999999999995,328,2014,15188.833333333334
32353-WEP4E5S58HG189374,165.01285714285714,69.74285714285713,440,2017,18618.6746031746
32354-WMWMV33527TT56996,0.0,99.95,COOPER 1.6,2007,10135.111111111111
32355-WEPVQ7S52ES869518,144.02176470588233,150.35735294117646,535,2011,14882.750735294117
32356-WEP3D5S58EKK96852,313.628125,118.23124999999999,328,2014,29095.059895833332
32362-WMWKM5S56ET972082,29.54714285714286,141.4,COOPER HATCH,2014,5636.214285714285
32363-WEKPS9S43PWK16337,52.56666666666666,173.29999999999998,X3,2010,12962.222222222224
32364-WEP3E3G50ENR82677,32.435,26.75,328,2014,3675.5
32365-WMWRH33588TQ80109,273.27,124.5,COOPER S CONVERT,2008,12295.25
32369-WEPGL63483DP63949,0.0,130.0,745,2003,12860.083333333334
32370-WMWSQ3S55DT373333,21.928,30.3,COOPER CLASSIC LIMITED,2013,6734.666666666667
32371-5QKWK7S51DL978984,47.506470588235295,44.30882352941177,X3,2013,8085.971288515406
32374-WEPPK7S58EV196677,127.3635294117647,161.95294117647057,328,2011,11108.882352941177
32375-WEPVM5S57VVV93606,73.91666666666667,50.5,X1,2015,12165.75
32378-WEPVL1S54DVR86147,4.9,0.0,X1,2013,12061.5
32380-5QKZV4S58SL756765,137.29363636363635,313.6454545454546,X5,2012,15806.236363636364
32386-5QKKR0S37H0K80402,45.04571428571428,23.900000000000002,X5,2017,8498.45238095238
32386-5QKZV4S55D0E02742,280.37,164.21249999999998,X5,2013,12396.19375
32387-WMWSY3S55DT144574,48.3575,50.2,COOPER S ROADSTER,2013,4195.5
32388-WEP3N5S56EV716602,130.301,69.86,428,2014,12363.718333333334
32390-WEKPP93436WG83578,612.68,284.4,X3,2006,13594.692307692309
32390-WEPEW53484PL41255,200.87,61.425,330,2004,11851.576923076922
32394-WEKPP93496WG80863,37.06,182.45,X3,2006,13525.4
32396-5QKVG2S53E0K41193,40.626,128.46666666666667,X6,2014,9636.205555555556
32398-WMWKM5S51ET731031,259.28499999999997,102.5,COOPER HATCH,2014,3699.0
32401-WEPPK7S53EP818390,108.095,111.75,328,2011,5565.2
32402-WEPSP4S50PS341284,442.68777777777785,251.40000000000003,550,2010,18067.255555555555
32404-5QKKW3S5KV0V89283,36.85625,26.1625,X4,2015,4929.453125
32405-5QKVE83539L171207,227.53699999999998,266.04499999999996,X5,2009,16236.243412698412
32405-WEPQP73569VK74975,33.425,103.7,135,2009,11655.90909090909
32407-WEP3E3G59ENR84539,12.355,31.2125,328,2014,4013.0
32411-WEPVL1S58EVY13555,62.306000000000004,46.845,X1,2014,10057.1
32412-5QKZV8S52DL426466,329.96500000000003,211.10733333333334,X5,2013,10851.940952380952
32412-WEPVQ9S53ES786501,10.58,0.0,550,2011,12563.5
32413-WEPEG1332KET07941,0.0,90.0,3 SERIES,1999,9057.5625
32416-WEPSP2S50DS339124,92.35111111111111,43.68888888888889,535,2013,6551.888888888889
32417-WMWKM5S51ET730574,24.3025,106.46666666666665,COOPER HATCH,2014,5130.791666666667
32419-WEKPP93424WP61079,143.5625,629.525,X3,2004,10149.208333333334
32420-WEPNV93589S131687,164.81666666666666,103.0,535,2009,17508.166666666668
32422-WMWZS5S5KEWP40272,25.105,33.675,COOPER COUNTRYMAN,2014,4423.5
32424-WMWSV3S57STY25360,123.83625,143.91875,COOPER S,2012,13433.479166666666
32429-WEP5E3S5KVD540818,89.54499999999999,38.04,535,2015,16331.05
32429-WEPJP7S39HG905238,95.80181818181818,62.58181818181819,530,2017,7990.454545454545
32430-WEP3E9S50DJ465779,884.9683333333332,119.4833333333333,335,2013,10627.638888888889
32430-WEPVQ9S55ES278174,284.66846153846154,122.19999999999999,550,2011,9160.35641025641
32433-5QKKS4S55V0J98891,136.68119047619047,68.675,X5,2015,23188.626984126986
32435-5QKKS4S55E0S06599,174.86136363636362,59.40909090909091,X5,2014,4381.935606060606
32437-WMWZS5S5KEWM18053,19.30125,54.325,COOPER COUNTRYMAN,2014,4925.1875
32438-WEKPS93449WJ24441,272.48333333333335,192.16666666666666,X3,2009,9438.041666666666
32441-WEPVL1S51VVY26715,331.01599999999996,50.454800000000006,X1,2015,8098.346666666666
32445-WEP3E9S55EV588661,157.01500000000001,104.875,335,2014,5816.444444444444
32446-WEPPV53411JS97435,250.83,60.225,3 SERIES E46,2001,13694.774509803921
32448-WMWMV33538TQ64819,123.51333333333334,144.03333333333333,COOPER 1.6,2008,18497.14285714286
32450-WMWKD1S57EWM28942,290.0525,97.1375,COOPER JCW COUNTRYMAN,2014,4164.6875
32451-WMWSQ3S58DT680317,56.055714285714295,32.214285714285715,COOPER CLASSIC LIMITED,2013,12079.714285714286
32452-WMWZP3S5KET707198,85.8157142857143,47.142857142857146,COOPER S,2014,2567.214285714286
32454-5QKZW0S51EL660738,327.04,50.0,X5,2011,25553.75
32455-5QKKS4S50V0J98412,242.17010416666668,101.42354166666667,X5,2015,20389.277430555554
32456-5QKVG2S58SL782140,96.928,114.7125,X6,2012,14683.0
32458-WMWZS5S59EWP40246,50.92,68.0,COOPER COUNTRYMAN,2014,3375.8
32459-5QKWK7S58E0E81341,135.78435897435898,60.37564102564103,X3,2014,10252.48717948718
32460-WMWSQ9S54DT722405,21.928,44.0,COOPER JCW,2013,1942.3333333333333
32463-WEKPS9S45PWJ39566,256.01000000000005,244.27,X3,2010,12199.357142857143
32465-5QKWK9S54E0D11912,78.96903225806452,70.30645161290323,X3,2014,20266.701612903227
32466-WEP3P9S53SV270876,0.0,225.0,335,2012,2008.3333333333333
32467-WEPPL5S56EP742620,0.0,160.0,335,2011,13778.5
32468-5QKKR0S56V0K53143,18.202,197.1,X5,2015,15.0
32469-WES3S9S53VP803331,49.548095238095236,80.02857142857142,M3,2015,6843.329365079365
32470-WEKPP934K6WD27662,136.53400000000002,182.89000000000001,X3,2006,10584.1
32470-WEPVM5S58DVV89707,126.43714285714286,111.27499999999999,X1,2013,23901.875
32474-5QKWK9S5KDLK59776,37.6575,64.0625,X3,2013,21787.229166666668
32475-5QKWK9S51V0D50734,68.67,38.1625,X3,2015,3858.0
32479-WMWZS3S50SWM27667,338.26599999999996,115.2,COOPER COUNTRYMAN,2012,14560.95
32480-5QKWK9S56V0D50485,95.1571875,75.9375,X3,2015,11759.0046875
32483-WEP4P7S50VD413324,108.21095238095238,59.60952380952381,428,2015,7496.257936507936
32487-5QKKR0S50G0S91324,408.74,109.2125,X5,2016,13525.625
32487-5QKWK9S57D0P10470,182.1941935483871,113.25612903225807,X3,2013,10757.899769585252
32488-5QKKQ2S57V0N75803,174.17444444444442,42.48888888888889,X6,2015,8393.111111111111
32491-WESEL93454PN57673,102.95,107.60999999999999,3 SERIES E46,2004,5594.497202797203
32492-5QKZV4S58D0E12634,194.824,93.5675,X5,2013,7957.6125
32493-5QKWK9S57V0D50785,194.28892857142858,94.53750000000001,X3,2015,9113.341666666665
32494-WEPQS9S51EVM09454,969.5545454545455,303.23409090909087,135,2011,6128.967965367966
32495-WEP3P5S5KSVJ88989,277.1121428571429,112.94642857142857,328,2012,22645.140476190478
32498-WEPED33476PM51064,193.93,135.0,3 SERIES E 46,2006,7997.333333333333
32503-WEPNP73595E818788,61.035000000000004,159.4,530,2005,17471.81
32504-5QKKS4S55E0J95651,223.31640625,81.3365625,X5,2014,15549.759375
32506-WMWSS7S59DWN51918,27.41,27.5,COOPER S ALL4 PACEM,2013,4880.0
32509-WEPVE73508P101619,99.73285714285714,215.57142857142858,335,2008,11078.704081632652
32511-WEP3E3G53ENR85010,23.384,28.905,328,2014,6705.6
32512-WEP3E3G58ENR85181,154.03625000000002,69.74375,328,2014,3783.5
32513-WEPVL1S58VVY29384,34.138823529411766,25.323529411764707,X1,2015,12102.507843137255
32514-WEPVL1S51SVR75878,73.67272727272727,130.32500000000002,X1,2012,13157.733225108224
32516-5QKKR0S52J0K93517,43.81375,22.63125,X5,2018,6781.5
32516-WEP3E9S57EV588211,44.96124999999999,131.65625,335,2014,12939.883333333333
32520-WEPPH7S51PP176071,112.15333333333332,24.833333333333332,328,2010,15616.733333333332
32521-WMWZS5S50EWP38725,25.310000000000002,25.099999999999998,COOPER COUNTRYMAN,2014,11946.75
32522-WEPPK7G54ENN58472,93.86692307692307,72.98653846153846,328,2011,13958.529029304029
32523-WEPQL7S50EVJ78535,48.925333333333334,94.32,128,2011,8087.226851851852
32524-5QKVE83518L098708,324.65000000000003,365.05,X5,2008,16398.714285714286
32526-5QKWK9S57V0D51578,94.96807692307692,73.8923076923077,X3,2015,10746.465384615383
32530-5QKWK9S58V0D51556,116.39424242424244,57.38787878787878,X3,2015,10768.21313131313
32532-WEPVQ7S5KES778741,263.40741935483874,205.61935483870968,535,2011,16390.018049155147
32535-WEP4E3S51VD669641,46.437,49.605000000000004,435,2015,17940.075
32536-WEPPK7S55EV083642,0.0,64.2,328,2011,9701.6
32537-WEPPL33589P406224,49.56375,85.0375,335,2009,13923.959375
32538-5QKZV4S58SL749783,287.6725,125.58749999999999,X5,2012,15442.714285714286
32541-WMWKM5S56VT973671,25.9675,85.85,COOPER HATCH,2015,6306.5
32544-WMWKP7S56VT741154,112.07666666666665,36.833333333333336,COOPER HATCH,2015,12250.0
32545-WEPPV53481VJ65761,220.83,64.2,3 SERIES E46,2001,13307.785714285714
32547-5QKVP13594LQ40967,93.99428571428572,358.2785714285714,X5,2004,16329.103896103896
32551-5QKKR0S50V0K62422,270.311320754717,76.63471698113207,X5,2015,19951.951257861638
32554-WMWKM5S57V3P56127,75.7907142857143,121.50142857142858,COOPER HATCH,2015,4658.5
32555-WMWMV3S51PTZ26929,64.48,43.0,COOPER,2010,11748.666666666666
32556-WMWKP7S52V2P33833,96.59833333333331,63.96666666666667,COOPER HATCH,2015,18178.0
32557-WMWKM5S56V3P04570,21.315,83.86666666666666,COOPER HATCH,2015,4082.3333333333335
32558-WMWKM9S56GT997395,374.6266666666666,156.20000000000002,COOPER JCW,2016,5128.0
32558-WMWZS5S50EWM16974,21.513333333333335,39.36666666666667,COOPER COUNTRYMAN,2014,11024.0
32559-WEPVE13536KR57388,308.79999999999995,145.525,325,2006,11963.555555555555
32560-WEPVL1S57SVR76971,275.8,40.0,X1,2012,31563.666666666668
32561-4QSSN53432LJ60265,58.59,117.83333333333333,3 SERIES E36,2002,12000.303540903542
32562-WEPPK7S55EP821338,224.57,65.5,328,2011,15159.0
32563-5QKWK9S53V0D51514,299.207,33.33,X3,2015,12668.4
32564-WMWKP7S56VT740585,17.282857142857143,149.28571428571428,COOPER HATCH,2015,3783.8571428571427
32565-WMWKP7S52V2P33797,26.056,60.6,COOPER HATCH,2015,13042.0
32566-WMWRS33463TE17253,808.245,269.5,COOPER 1.6,2003,7649.666666666667
32567-WEPDW3S58EE439488,18.04,0.0,328,2011,6886.75
32570-5QKVG2S53E0S43867,288.7528,119.71600000000001,X6,2014,6830.470666666666
32571-WEP3E9S58EV588587,105.2775,71.98125,335,2014,7179.25
32572-WEP3E3G57ENR85043,14.76,73.07222222222222,328,2014,3923.7407407407404
32575-WMWZS5S59EWM18254,8.564,40.0,COOPER COUNTRYMAN,2014,4581.6
32576-WMWKM5S51VT938438,62.473333333333336,52.18333333333333,COOPER HATCH,2015,8306.0
32577-WMWMR33599TJ94214,38.4025,86.13375,COOPER CONVERTIBLE,2009,18058.64880952381
32581-WEKPS93409WJ30978,156.62173913043478,144.26521739130433,X3,2009,9719.405698287219
32582-5QKKR0S54V0K56297,140.36684210526315,67.5013157894737,X5,2015,18488.938596491225
32586-WMWMM335K9TP90284,137.69,249.21666666666667,COOPER CLUBMAN,2009,11313.055555555555
32587-WEP3E3G58ENR85164,140.61666666666667,61.79,328,2014,16254.033333333333
32588-5QKVE83538L167804,91.74312499999999,152.2875,X5,2008,11191.274756493507
32589-5QKKR0S59V0K56571,386.5447916666667,130.73854166666666,X5,2015,16873.234027777777
32590-WEP3E3G57ENR85009,108.29882352941175,54.26705882352941,328,2014,5077.430392156863
32592-WESEK935K7SY78953,0.0,298.0,M6,2007,5225.625
32594-WEP3E9S56DJ437078,182.9378260869565,85.38695652173914,335,2013,16357.01904761905
32594-WEPKV9S53EE619004,31.125,114.575,335,2011,14947.625
32594-WEPPK7S52EP817229,330.45,146.70000000000002,328,2011,18275.686363636363
32596-WMWKP7S51V2P35816,24.729999999999997,80.8,COOPER HATCH,2015,15652.0
